SponsorID|SponsorTypes|SponsorName
GM0005850|C|CONVEY COMPUTER CORPORATION
GM0005851|C|EVANS MEDICAL FOU
GM0005852|C|ZAFGEN
GM0005853|C|ASSO OF PET DOG TRAINERS
GM0005854|C|ALL POINTS LOGISTICS
GM0005855|C|DIAGNOSOFT
GM0005856|C|MERCK ANIMAL HEALTH
GM0005857|C|SEAFOOD INDUSTRY RES FUND
GM0005858|C|ELOQUEST HEALTHCARE
GM0005859|C|ALBANY MEDICAL COLLEGE
GM0005860|C|PROJECT IMPLICIT
GM0005861|C|INST FOR MOLECULAR NEUROSCIENCE
GM0005862|C|JUVENTAS THERAPEUTICS
GM0005863|C|AM ACAD OF CLINICAL NEUROPSYCHOLOGY FOU
GM0005864|C|AGRISOMA BIOSCIENCES
GM0005865|C|BIORIL
GM0005866|C|ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE
GM0005867|C|RAPID GENOMICS
GM0005868|C|STATE OF QUEENSLAND DEPT AG FISH & FORES
GM0005869|C|SPACE MICRO
GM0005870|C|MADISON FOR EDUCATIONAL CONSULTANCY
GM0005871|C|ST JOHNS CTY MOSQUITO CONTROL DISTRICT
GM0005872|C|MISSION CRITICAL ELECTRONIC SYSTEMS
GM0005873|C|AUSPEX PHARMACEUTICALS
GM0005874|C|UN ENTITY GNDR EQUALITY & EMPWRMT  WOMEN
GM0005875|C|M:14;22-33
GM0005876|C|METAL CONSTRUCTION ASSO
GM0005877|C|GESELLSCHAFT FUR ABLAUFORGANIZATION:MILL
GM0005878|C|WATERBLADES
GM0005879|C|SKF AEROSPACE NORTH AMERICA
GM0005880|C|THEOREM CLINICAL RESEARCH
GM0005881|C|PROTECTION ENGINEERING CONSULTANTS
GM0005882|C|GEORGIA SOUTHERN UNIV
GM0005883|C|THE JACKSON LABORATORY
GM0005884|C|UOP
GM0005885|C|HEARING HEALTH SCIENCE
GM0005886|C|CORTANA
GM0005887|C|STATE OF WISCONSIN DEPT OF NAT RESOURCES
GM0005888|C|BIO SOIL ENHANCERS
GM0005889|C|UNIVERSITY OF LEEDS
GM0005890|C|NEURONET LEARNING
GM0005891|C|WOODLEY EQUIPMENT COMPANY
GM0005892|C|FOOD ALLERGY RES & EDUCATION
GM0005893|C|PSI PHARMA SUPPORT AMERICA
GM0005894|C|PROGRAMME NAT LUTTE CONTRE LA TUBERCOLOS
GM0005895|C|SAMSUNG ELECTRONICS
GM0005896|C|WEST CENTRAL
GM0005897|C|INTL RESOURCES GROUP
GM0005898|C|FL TURBINE TECHNOLOGIES
GM0005899|C|COOP INST MARINE & ATMOSPHERIC STUDIES
GM0005900|C|KEYPLEX
GM0005901|C|INTERNATIONAL AVIAN RESEARCH
GM0005902|C|ESPN THE MAGAZINE
GM0005903|C|SPECTRUM GAMING
GM0005904|C|UF COLLEGE OF LIBERAL ARTS & SCIENCES
GM0005905|C|SUMITOMO FOUNDATION
GM0005906|C|TORAL FAMILY FOU
GM0005907|C|NOVETTA SOLUTIONS
GM0005908|C|WHITE OAK TECHNOLOGIES
GM0005909|C|BEAT BIOTHERAPEUTICS
GM0005910|C|AMER ASSO OF ZOO VETERINARIANS
GM0005911|C|SCHWABE NORTH AMERICA
GM0005912|C|KATHOLIEKE UNIVERSITEIT LEUVEN
GM0005913|C|FLORIDA BREWERS GUILD
GM0005914|C|SIRENAS MARINE DISCOVERY
GM0005915|C|TACERE THERAPEUTICS
GM0005916|C|APPLIED MEDICAL RESOURCES
GM0005917|C|AYER CAPITAL
GM0005918|C|CHILDREN'S LEUKEMIA RESEARCH ASSO
GM0005919|C|GREEN BUILDING INITIATIVE
GM0005920|C|AM SOC FOR BIOCHEMISTRY & MOLECULAR BIOL
GM0005921|C|WENZHOU MEDICAL UNIVERSITY
GM0005922|C|IFYBER
GM0005923|C|COLD CHAIN CONSULTANTS
GM0005924|C|SUNSET PARK HEALTH COUNCIL
GM0005925|C|SCIENTIFIC RES NETWORK ON DECISION NEURO
GM0005926|C|DNATRIX
GM0005927|C|BIOCOLLECTIONS WORLDWIDE
GM0005928|C|QUEENSLAND UNIV OF TECHNOLOGY
GM0005929|C|REVDIA
GM0005930|C|EVARCHA
GM0005931|C|TOWN OF NANTUCKET
GM0005932|C|COMMUNITY PRESERVATION COMMITTEE
GM0005933|C|HERMAN MILLER|C| INC
GM0005934|C|BAYER TECHNOLOGY SERVICES
GM0005935|C|RESPICARDIA
GM0005936|C|NATL SKELETAL MUSCLE RES CENTER
GM0005937|C|JACKSONVILLE UNIVERSITY
GM0005938|C|MESOTHELIOMA APPLIED RES FOU
GM0005939|C|MARY & ROBERT PEW PUBLIC EDUCATION FUND
GM0005940|C|COMMUNITY FOUNDATION
GM0005941|C|QUANTUM FOUNDATION
GM0005942|C|VASCULITIS FOUNDATION
GM0005943|C|SEMILLAS DEL CARIBE
GM0005944|C|MONASH UNIVERSITY
GM0005945|C|JAPAN TOURISM MARKETING
GM0005946|C|MICRONOMIX
GM0005947|C|UNIVERSITY OF AKRON
GM0005948|C|SONSHINE COMMUNICATIONS
GM0005949|C|NUOVO BIOLOGICS
GM0005950|C|PANCOSMA NORTH AMERICA
GM0005951|C|NEUWAVE MEDICAL
GM0005952|C|HEARING HEALTH FOU
GM0005953|C|ROSS MEDICAL
GM0005954|C|CTRS FOR MEDICARE & MEDICAID SERVICES
GM0005955|C|OSCEOLA COUNTY COUNCIL ON AGING
GM0005956|C|US EMBASSY IN MOSCOW
GM0005957|C|VENAXIS
GM0005958|C|SIMULATIONS PLUS
GM0005959|C|THE UNIVERSITY OF TEXAS AT EL PASO
GM0005960|C|AVON FOU FOR WOMEN
GM0005961|C|NATURAL SELECTION
GM0005962|C|RED OAX
GM0005963|C|SYNCARDIA SYSTEMS
GM0005964|C|COOL FLOW DYNAMICS
GM0005965|C|NESTLE WATERS NORTH AMERICA
GM0005966|C|AMER SOC OF REG ANESTHESIA & PAIN MEDICI
GM0005967|C|STATE OF VICTORIA
GM0005968|C|VICTORIA DEPT OF ENVIROM & PRIM INDUSTRY
GM0005969|C|UNIVERSITY OF OXFORD
GM0005970|C|FL HLTH EQUITY RESEARCH INST
GM0005971|C|JOHN MCNICHOLAS PED BRAIN TUMOR FDTN
GM0005972|C|GABRIELLE'S ANGEL FDTN FOR CANCER RES
GM0005973|C|ASSOCIATION OF ACADEMIC PHYSIATRISTS
GM0005974|C|WORLD FEDERATION OF HEMOPHILIA
GM0005975|C|GULF COAST PLAINS AND OZARKS LCC
GM0005976|C|FROSTBURG STATE UNIVERSITY
GM0005977|C|AVENTUSOFT
GM0005978|C|ORTHOACCEL TECHNOLOGIES
GM0005979|C|US DEPT OF INT BUR OF OCEAN ENERGY MGMT
GM0005980|C|SAVE OUR SUWANNEE
GM0005981|C|U S INSTITUTE OF PEACE
GM0005982|C|TECTRON
GM0005983|C|ORLANDO-ORANGE COUNTY EXPRESSWAY AUTHOR
GM0005984|C|ONCOLOGY NURSING SOCIETY FOUNDATION
GM0005985|C|US APPLE ASSOCIATION
GM0005986|C|MEDEVAC FOUNDATION INTERNATIONAL
GM0005987|C|KOCH AGRONOMIC SERVICES|C| LLC
GM0005988|C|UNITE DE GESTION
GM0005989|C|GBS/CIDP FOUNDATION INTERNATIONAL
GM0005990|C|HYUNDAI NGV
GM0005991|C|NASDA RESEARCH FOU
GM0005992|C|FRIENDS OF THE LIBRARY
GM0005993|C|ADVANCED AQUA DYNAMICS|C| INC.
GM0005994|C|FOREFRONT BIOMEDICAL INTL COMPANY
GM0005995|C|CURE DUCHENNE
GM0005996|C|ITW GLOBAL BRANDS
GM0005997|C|SPACE COAST ENERGY CONSORTIUM
GM0005998|C|QATAR UNIVERSITY
GM0005999|C|NEURONETICS
GM0006000|C|RHYTHM PHARMACEUTICALS
GM0006001|C|CONTECH ENGINEERED SOLUTIONS LLC
GM0006002|C|VG LIFE SCIENCES
GM0006003|C|BIO2 MEDICAL
GM0006004|C|IBM CENTER FOR THE BUSINESS OF GOVT.
GM0006005|C|AMERICAN SOCIETY FOR BLOOD & MARROW TRAN
GM0006006|C|ABB INDUSTRIAL SYSTEM INC.
GM0006007|C|AMERICAN BRAIN FOUNDATION
GM0006008|C|THE ALLERGAN FOUNDATION
GM0006009|C|LUTHERAN FAMILY HEALTH CENTERS
GM0006010|C|SABIC TECHNOLOGY CENTER
GM0006011|C|ARVO FOUNDATION FOR EYE RESEARCH
GM0006012|C|CELL WORKS GROUP|C| INC.
GM0006013|C|QUINTESSENCE BIOSCIENCES INC.
GM0006014|C|THE FRENCH MUSCULAR DYSTROPHY ASSO (AFM)
GM0006015|C|WALT DISNEY PARKS AND RESORTS U.S. INC.
GM0006016|C|TIRC ENERGY ENGINEERING
GM0006017|C|SMITH & NEPHEW MEDICAL
GM0006018|C|WEIGHT MGMT DIETETIC PRACTICE GROUP
GM0006019|C|ALLECRA THERAPEUTICS
GM0006020|C|SIDERIS PHARMACEUTICALS
GM0006021|C|SUCAMPO PHARMA AMERICAS
GM0006022|C|LUTONIX
GM0006023|C|REPUBLIC OF COLOMBIA
GM0006024|C|SECRETARIA DISTRITAL DE AMBIENTE
GM0006025|C|TOWN OF YANKEETOWN
GM0006026|C|INTL CTR FOR TROPICAL AGRICULTURE
GM0006027|C|UNIVERSIDAD DE LA SALLE
GM0006028|C|CATHOLIC UNIV OUR LADY OF ASUNCION
GM0006029|C|PANAMERICAN SEED
GM0006030|C|STRYKER NEUROVASCULAR
GM0006031|C|CHILDREN'S SERVICES CNCL OF BROWARD CNTY
GM0006032|C|JOSE CARRERAS INTL LEUKAEMIA FOU
GM0006033|C|ROCHE MOLECULAR SYSTEMS
GM0006034|C|FLORIDA WATERMELON ASSOC |C| INC.
GM0006035|C|LEIDOS
GM0006036|C|ADVENTIST HEALTH SYTEM SUNBELT
GM0006037|C|SOUTHWEST SCIENCE
GM0006038|C|NATL INST OF HLTH NIMHD
GM0006039|C|ACTELION PHARMACEUTICALS LTD
GM0006040|C|OPTISCAN BIOMEDICAL
GM0006041|C|ALTAVIAN
GM0006042|C|KELATRON CORPORATION
GM0006043|C|ROSWELL PARK CANCER INSTITUTE
GM0006044|C|CNTR APPLICATIONS OF PSYCHOLOGICAL TYPE
GM0006045|C|SATCHELS PIZZA GRANT PROGRAM
GM0006046|C|THE COMPANY OF BIOLOGISTS
GM0006047|C|THE BEEZ FOUNDATION
GM0006048|C|MESO SCALE DIAGNOSTICS
GM0006049|C|ABBOTT PRODUCTS OPERATIONS AG
GM0006050|C|CNTR FOR ECOLOGICAL & EVOLUTIONARY SYNTH
GM0006051|C|WENDY C TURNER
GM0006052|C|SFC FLUIDICS
GM0006053|C|CITY OF GREEN COVE SPRINGS
GM0006054|C|FOX CHASE CHEMICAL DIVERSITY CENTER
GM0006055|C|SOUTHERN AFRICAN WILDLIFE COLLEGE
GM0006056|C|SE COASTAL WIND COALITION
GM0006057|C|BIONESS
GM0006058|C|CONSORT RHEUMATOLOGY RES OF NA
GM0006059|C|CHEROKEE NATION TECHNOLOGY SOLUTIONS
GM0006060|C|UNIVERSITY OF OSLO
GM0006061|C|SK LIFE SCIENCE
GM0006062|C|NEOMEND
GM0006063|C|QMEDIC
GM0006064|C|OXYRANE|C| INC.
GM0006065|C|SOCIETY OF VASCULAR SURGERY
GM0006066|C|MELINTA THERAPEUTICS|C|INC
GM0006067|C|ORGANIZATION OF AMERICAN HISTORIANS
GM0006068|C|U S BIOPLASTICS
GM0006069|C|FLORIDA INSTITUTE OF TECHNOLOGY INC
GM0006070|C|THERAPEUTICSMD
GM0006071|C|GENERAL TECHNICAL SERVICES
GM0006072|C|ROSENSTIEL MARINE SCHOOL OF ATMOSPHERIC
GM0006073|C|BREAST CANCER RESEARCH FOU
GM0006074|C|CYSTINOSIS FOUNDATION IRELAND
GM0006075|C|TETRAPAHASE PHARMACEUTICALS
GM0006076|C|MOI UNIV COLLEGE OF HEALTH SCIENCES
GM0006077|C|THE GREATER CINCINNATI FDTN INC.
GM0006078|C|YORK SOLUTIONS
GM0006079|C|PRAIRIE OAT GROWERS ASSOCIATION
GM0006080|C|CAPRICOR|C| INC.
GM0006081|C|BIOCONTROL MEDICAL USA
GM0006082|C|MATERIAL SCIENCE CORP.
GM0006083|C|RALLY FOUNDATION
GM0006084|C|BLUE EARTH TECHNOLOGIES
GM0006085|C|CONSTRUCTION & DEMOLITION RECYCLING ASSO
GM0006086|C|WOCKHARDT BIO AG
GM0006087|C|ACENT LABORATORIES
GM0006088|C|PIVOTAL SOFTWARE
GM0006089|C|AMERICAN SOCIETY FOR LASER MEDICINE AND
GM0006090|C|LUNG RX
GM0006091|C|ASSO FOR RES IN VISION&OPHTALMOLOGY FOU
GM0006092|C|N2 GENETICS
GM0006093|C|THAR ENERGY
GM0006094|C|NEUREN PHARMACEUTICALS
GM0006095|C|TOWN OF LONGBOAT KEY
GM0006096|C|UNIVERSITAIR ZIEKENHUIS ANTWERPEN
GM0006097|C|INTERNATIONAL PLANT NUTRITION INSTITUTE
GM0006098|C|SKELETAL DYNAMICS
GM0006099|C|JANE COFFIN CHILDS MEMORIAL FUND MED RES
GM0006100|C|GOVT OF CANADA
GM0006101|C|PLUM CREEK
GM0006102|C|DOWNHOLE ENERGY LIMITED
GM0006103|C|CERAMIC TUBULAR PRODUCTS
GM0006104|C|AMER ACAD ORTHOPADIC MANUAL PHYS THERAPI
GM0006105|C|LEWIS ENGINEERING SOLUTIONS
GM0006106|C|ONCOMED PHARMACEUTICALS|C| INC.
GM0006107|C|PHARMACYCLICS|C| INCORPORATED
GM0006108|C|TRIMEL PHARMACEUTICALS CORPORATION
GM0006109|C|AGENDIA
GM0006110|C|FURIEX PHARMACEUTICALS
GM0006111|C|BRAINSWAY
GM0006112|C|MINNESOTA ZOO FOUNDATION
GM0006113|C|ASSOCIATION OF AMERICAN CANCER INST
GM0006114|C|AGNITRON TECHNOLOGY
GM0006115|C|QTC MEDICAL GROUP OF FLORIDA
GM0006116|C|ANIMINE
GM0006117|C|MESOSCRIBE TECHNOLOGIES
GM0006118|C|INVADO PHARMACEUTICALS
GM0006119|C|MICROVAPOR DEVICES
GM0006120|C|UNIVERSITY OF SHEFFIELD
GM0006121|C|REVO BIOLOGICS
GM0006122|C|CHILDREN'S OBESITY FUND
GM0006123|C|VIRGINIA NURSERY & LANDSCAPE ASSO
GM0006124|C|CARTER CENTER
GM0006125|C|BANK OF AMERICA CHARITABLE FOU
GM0006126|C|AASTROM BIOSCIENCES
GM0006127|C|BROCKINGTON AND ASSOCIATES|C| INC.
GM0006128|C|KOREA FDTN FOR NEXT GEN SPORTS TALENT
GM0006129|C|ARTHREX VET SYSTEMS
GM0006130|C|CDM SMITH
GM0006131|C|OLDCASTLE PRECAST
GM0006132|C|KOREA INST OF ENERGY RESEARCH
GM0006133|C|CZECH ACADEMY OF SCIENCES -INST OF BIO
GM0006134|C|MATERIALS RESERCH SOCIETY
GM0006135|C|JOHN WILEY & SONS
GM0006136|C|TAYLOR & FRANCIS GROUP
GM0006137|C|WELLSPRING ADVISORS
GM0006138|C|AMERICAN PULSE ASSOCIATION
GM0006139|C|THE HUNGARY INITIATIVES FOU
GM0006140|C|MD ANDERSON CANCER CENTER
GM0006141|C|GROUP ON EDUCATIONAL AFFAIRS
GM0006142|C|ROYAL CARIBBEAN CRUISES
GM0006143|C|AMER DENTAL ASSO
GM0006144|C|ASSO FOR TROPICAL BIOLOGY & CONSERVATION
GM0006145|C|NATL EDUCATION ASSO FOU
GM0006146|C|CHELSEA THERAPEUTICS
GM0006147|C|ST LUKE'S ROOSEVELT HOSP CENTER
GM0006148|C|HALEY & ALDRICH
GM01|C|SPONSORED PROGRAMS HOLDING ACCOUNT
GM010|C|ADVANCED TECHNOLOGY LABS INC
GM0100|C|BURROUGHS WELLCOME COMPANY
GM01000|C|SEASPACE CORPORATION
GM01001|C|PHORMAX CORPORATION
GM01002|C|OPTOMETRIX INC
GM01003|C|AVAX AMERICA INC
GM01004|C|AMER BIOSCIENCE INC
GM01005|C|EXPONENT ENVIRONMENTAL GROUP
GM01006|C|GALILEO LABORATORIES INC
GM01007|C|SEPRACOR INC
GM01008|C|WRS INFRASTRUCTURE & ENV
GM01009|C|FRAMATOME TECHNOLOGIES INC
GM0101|C|BURROUGHS WELLCOME FUND
GM01010|C|TOUCHSTONE RESEARCH LABS
GM01011|C|OUTCOME SCIENCES INC
GM01012|C|ST LUKES HOSPITAL KANSAS CITY
GM01013|C|VMRD INCORPORATED
GM01014|C|AEROBIOLOGICAL SOLUTIONS INC
GM01015|C|B & M RESEARCH
GM01016|C|SPANUSA INC
GM01017|C|ST JUDE MEDICAL CENTER
GM01018|C|ST JUDE MEDICAL CARDIAC RHYTHM MGMT DIV
GM01019|C|INO THERAPEUTICS INC
GM0102|C|CALSPAN CORP
GM01020|C|IMPLANT INNOVATIONS INC
GM01021|C|SYLDON ASSOCIATES INC
GM01022|C|INTRABIOTICS PHARMACEUTICALS
GM01023|C|WHITMIRE MICRO-GEN
GM01024|C|MRI DEVICES CORPORATION
GM01025|C|CERAMATEC INC
GM01026|C|ZOLL MEDICAL CORP
GM01027|C|GENITOPE CORP
GM01028|C|NANOCOAT TECHNOLOGIES
GM01029|C|CORIXA CORP COULTER PHARMACEUTICAL
GM0103|C|CAMP DRESSER & MCKEE
GM01030|C|IVOCLAR NORTH AMERICA INC
GM01031|C|SYNGENTA AGRIBUSINESS BIO RES
GM01032|C|IMPATH-BCP INC
GM01033|C|GENOMECHANIX
GM01034|C|RADIATION MONITORING DEVICES
GM01035|C|INTEGRATED RESEARCH
GM01036|C|DRAGER MEDICAL INC NA DRAGER
GM01037|C|ARCH HISTORICAL CONSERVANCY
GM01038|C|LOSS PREVENTION SOLUTIONS
GM01039|C|NOVUS INTERNATIONAL
GM0104|C|CARE-TECH LABORATORIES
GM01040|C|BIOMET INC
GM01041|C|KEENE ENGINEERING INC
GM01042|C|NOW MARKETING INTERNATIONAL
GM01043|C|COMMUNICATION TRAIN ANAL CORP
GM01044|C|ASI SPECIALITIES
GM01045|C|COASTAL TECHNOLOGY CORP
GM01046|C|APPLIED PHARMACOLOGY & TOXICOL
GM01047|C|OMNICARE CLINICAL RESEARCH
GM01048|C|ALPHA ONCOLOGY
GM01049|C|VISTAGEN
GM0105|C|CARGILL FERTILIZER INC
GM01050|C|SEA LIFE PARK HAWAII
GM01051|C|CEREXAGRI INC
GM01052|C|NOVAZYME PHARMACEUTICALS INC
GM01053|C|GLAXO SMITHKLINE
GM01054|C|PART2 TECHNOLOGIES INC
GM01055|C|UNIPROP
GM01056|C|PARTICLE SYSTEMS
GM01057|C|BECHTEL GROUP INC NEVADA
GM01058|C|LPG MAPPING & COMPUTER SERVICE
GM01059|C|NEPHRON PHARMACEUTICALS CORP
GM0106|C|CATO RESEARCH
GM01060|C|AVANTA ORTHOPAEDICS INC
GM01061|C|NEREUS PHARMACEUTICALS INC
GM01062|C|SULLIVAN ENV CONS METAM-SODIUM TASK
GM01063|C|THESEUS IMAGING CORP
GM01064|C|GENTA INC
GM01065|C|INNOVATIVE SCHEDULING SYSTEMS
GM01066|C|NOEL-LEVITZ
GM01067|C|ANTIGENICS INC
GM01068|C|ENDOCARDIAL SOLUTIONS INC
GM01069|C|SCICLONE PHARMACEUTICALS INC
GM0107|C|CNTR FOR DRUG FREE LIVING
GM01070|C|MATRIX PHARMACEUTICAL INC
GM01071|C|CONCEPTS IN PHARM RESEARCH INC
GM01072|C|ACORN CARDIOVASCULAR INC
GM01073|C|LINEBERRY RES ASSOCIATES
GM01074|C|DELOITTE TOUCHE TOHMATSU
GM01075|C|ACCURATE AUTOMATION CORP
GM01076|C|CARANA CORP
GM01077|C|LIMNO-TECH INC
GM01078|C|VALENT BIOSCIENCES CORP
GM01079|C|BBJ ENVIRONMENTAL SOLUTIONS
GM0108|C|CENTOCOR
GM01080|C|EXXONMOBIL CORP RES AND ENG CO
GM01081|C|PURE FISHING
GM01082|C|NEW DRUG SERVICES INC
GM01083|C|ISIS PHARMACEUTICALS INC
GM01084|C|APHTON CORP
GM01085|C|RESOURCE MANAGEMENT GROUP INC
GM01086|C|PSYCH ASSESSMENT RESOURCES INC
GM01087|C|BLUE SKY RESEARCH
GM01088|C|FL GAS TRANSMISSION
GM01089|C|HORIZON MEDICAL PRODUCTS
GM0109|C|CER-BURG ENTERPRISES INC
GM01090|C|NEW HAMPSHIRE HEALTHY KIDS COR
GM01091|C|PRUDENTIAL INSUR CO REAL ESTATE INVESTOR
GM01092|C|WORLD DIAGNOSTICS INC
GM01093|C|CYGNET ENTERPRISES INC
GM01094|C|NEUROGESX INC
GM01095|C|PBI GORDON CORPORATION
GM01096|C|PACESETTER INC
GM01097|C|FABRE KRAMER PHARMACEUTICALS
GM01098|C|VISTEON CORP
GM01099|C|ITT INDUSTRIES INC
GM011|C|ADVANCED TISSUE SCIENCES
GM0110|C|CETUS ONCOLOGY CORP
GM01100|C|TITAN PHARMACEUTICALS INC
GM01101|C|ENTERON PHARMACEUTICALS INC
GM01102|C|ARRIVA PHARMACEUTICALS INC
GM01103|C|NITROMED INC
GM01104|C|AZZAZY TECHNOLOGIES INC
GM01105|C|GEOTECHNICAL & ENV CONSULT
GM01106|C|MISSISSIPPI CHEMICAL CORP
GM01107|C|TIGER-SUNBELT INDUSTRIES
GM01108|C|MYCORRHIZAL APPLICATIONS INC
GM01109|C|BUFFERS USA INC
GM0111|C|CH2M HILL
GM01110|C|PERRY PARRISH INC
GM01111|C|ROCHE DIAGNOSTICS CORP
GM01112|C|KINETIC CONCEPTS INC
GM01113|C|KEARNEY & ASSOCIATES
GM01114|C|INTERMUNE INC
GM01115|C|SCHWARZ BIOSCIENCES INC
GM01116|C|SVT ASSOCIATES INC
GM01117|C|TAKEDA PHARM NORTH AMERICA
GM01118|C|ICU DATASYSTEMS INC
GM01119|C|FAVRILLE INC
GM0112|C|CHAMPION INTERNATIONAL CORP
GM01120|C|JOBHOG INC
GM01121|C|COMPUTER SCIENCE INNOVATION
GM01122|C|INTERVASCULAR
GM01123|C|INTROGEN THERAPEUTICS INC
GM01124|C|ACCELRYS INC
GM01125|C|INTERMAGNETICS GENERAL CORP IGC-SUPERPWR
GM01126|C|APPLIED GENETICS TECH CORP
GM01127|C|AMDL INC
GM01128|C|SOMATOCOR INC
GM01129|C|PG AND E CORP NATL ENERGY GROUP
GM0113|C|CHEMEX PHARMACEUTICALS
GM01130|C|SUNPURE
GM01131|C|SLOAN TRENDS AND SOLUTIONS INC
GM01132|C|CHUGAI BIOPHARMACEUTICALS INC
GM01133|C|MEDNOVA (USA) INC
GM01134|C|PICKETT AND ASSOCIATES INC
GM01135|C|I-FLOW CORPORATION
GM01136|C|UNIROYAL TECH STERLING SEMICONDUCTOR INC
GM01137|C|GLOBAL COMMUNICATION DEVICES
GM01138|C|PERCLOSE INC
GM01139|C|HSA ENGINEERS AND SCIENTISTS
GM0114|C|CHIRON BIOCINE COMPANY
GM01140|C|PARAGON BIOMEDICAL INC
GM01141|C|CORGENTECH|C| INC
GM01142|C|JABIL CIRCUIT
GM01143|C|INC RESEARCH INC
GM01144|C|NEW ERA TECHNOLOGIES
GM01145|C|NEWBY MANAGEMENT
GM01146|C|ALCON RESEARCH
GM01147|C|ARYX THERAPEUTICS
GM01148|C|IMC GLOBAL INC FEED INGREDIENTS
GM01149|C|ABAXIS INC
GM0115|C|CHR HANSEN'S BIO-SYSTEMS
GM01150|C|FINNEGAN|C| HENDERSON|C| FARABOW|C|
GM01151|C|PLANT CELL TECHNOLOGY INC
GM01152|C|NOVOZYMES BIOLOGICALS INC
GM01153|C|CUBIST PHARMACEUTICALS INC
GM01154|C|ERGO INTERNATIONAL CORP
GM01155|C|CHELADERM INC
GM01156|C|TARGACEPT INC
GM01157|C|EVANS-HAMILTON INC
GM01158|C|BAE SYSTEMS
GM01159|C|CAE USA INC
GM0116|C|CHURCH & DWIGHT COMPANY
GM01160|C|GENOME THERAPEUTICS CORP
GM01161|C|DELL COMPUTER CORP
GM01162|C|BALTIMORE THERAPEUTIC EQUIP CO
GM01163|C|MEMORY PHARMACEUTICALS CORP
GM01164|C|KAHN GROVE SERVICE CO
GM01165|C|WASHINGTON INFRASTRUCTURE SVC
GM01166|C|ASSOCIATES OF CAPE COD INC
GM01167|C|INTEGRA LIFESCIENCES CORP
GM01168|C|NOVELOS THERAPEUTICS INC
GM01169|C|MDS PHARMA SERVICES CLIN RES
GM0117|C|CIBA VISION CORP OPHTHALMICS
GM01170|C|NEW ENGLAND RES INST
GM01171|C|ONYX PHARMACEUTICALS
GM01172|C|INGENIX PHARMACEUTICAL SERVICE
GM01173|C|ARVESTA CORP
GM01174|C|VAXGEN
GM01175|C|LIQUIDMETAL TECHNOLOGIES TAMPA
GM01176|C|INVERESK RESEARCH
GM01177|C|ADOLOR CORP
GM01178|C|COMMUNITY MEDICAL CTR
GM01179|C|INNAPHASE CORPORATION
GM0118|C|CIBA-GEIGY CORP
GM01180|C|ICAGEN INC
GM01181|C|MATHEMATICA POLICY RES
GM01182|C|OCTAGON
GM01183|C|CERTUS INTL
GM01184|C|MYOGEN INCORPORATED
GM01185|C|ACCUMETRICS
GM01186|C|FINE SCIENCE TOOLS (USA) INC
GM01187|C|FREEDOM SCIENTIFIC INC
GM01188|C|NOVARTIS AQUAHEALTH
GM01189|C|SYSTEM DYNAMICS INTERNATIONAL
GM0119|C|CIPM
GM01190|C|MICROMET TECHNOLOGY INC
GM01191|C|UNITED SPACE ALLIANCE
GM01192|C|IMCLONE SYSTEMS
GM01193|C|SYNGENTA BIOTECHNOLOGY
GM01194|C|SHIRE PHARMACEUTICAL DEV
GM01195|C|BIOSENSE WEBSTER
GM01196|C|STRYKER HOWMEDICA OSTEONICS
GM01197|C|ANTEON CORP
GM01198|C|EXPERIMENTAL AND APPLIED SCI
GM01199|C|INTERDISCIPLINARY CONSULT CORP
GM012|C|AFFORDABLE HOUSING CONSULTANTS
GM0120|C|CLINICAL SCIENCES INC WALLACE LABS
GM01200|C|COASTAL FRONTIERS CORP
GM01201|C|NANOSPHERE
GM01202|C|IONALYTICS CORP
GM01203|C|LION BIOSCIENCES
GM01204|C|S AND C ELECTRIC COMPANY
GM01205|C|SOUTHERN DATASTREAM
GM01206|C|SURGICAL SEALANTS
GM01207|C|ASSOCIATED GEN CONT GREATER FL
GM01208|C|OPTECH INC INTERNATIONAL
GM01209|C|ATLANTIC PHILANTHROPIC SERVICE
GM0121|C|CLINTEC NUTRITION COMPANY
GM01210|C|SENSE OF SMELL INST
GM01211|C|AMYLIN PHARMACEUTICALS
GM01212|C|ZONA TECHNOLOGIES
GM01213|C|NIELSEN ENGINEERING & RES
GM01214|C|VERSICOR
GM01215|C|SYMETRICS INDUSTRIES
GM01216|C|ATI TECHNOLOGIES RES
GM01217|C|INNERCOOL THERAPIES
GM01218|C|ADV RESPIRATORY
GM01219|C|SUNBEAM PRODUCTS
GM0122|C|CLINTRIALS RESEARCH INC
GM01220|C|ESPERION THERAPEUTICS
GM01221|C|KRAFT FOODS
GM01222|C|KRAFT FOODS MAXWELL HOUSE
GM01223|C|O'BRIEN AND GERE ENGINEERS
GM01224|C|NU-GRO TECHNOLOGIES
GM01225|C|MICRO THERAPEUTICS
GM01226|C|NATURIZE BIOSCIENCES
GM01227|C|CHECKERS DRIVE IN RESTAURANTS
GM01228|C|COCHLEAR AMERICAS
GM01229|C|CIVATEC MEDICAL SYSTEMS
GM0123|C|COCA COLA COMPANY NORTH AMERICA
GM01230|C|BAKELITE
GM01231|C|POWER PLANT
GM01232|C|CROSSLINK POLYMER RES
GM01233|C|TENSYS MEDICAL
GM01234|C|NANOTHERAPEUTICS
GM01235|C|HUNTLEIGH HEALTHCARE
GM01236|C|ONY
